Product_Name,Brand_Name,Price_,Rating_,Number_of_Buyers,Total_Sold,Available_Stock,Main_Category,Sub_Category,Discount_,Seller,Return_Policy
din-srivastava quisquam pro lighting 4,din-srivastava quisquam,36703.09,3.3,9665,3529,14,home,lighting,58,homecare solutions,False
"nadig, kumer and pillay quo pro laptops 2","nadig, kumer",50684.97,4.1,9754,3734,1261,electronics,laptops,30,cloudtail india,False
"pingle, sarraf and thaman dolore ultra smartphones 9","pingle, sarraf",47772.73,3.2,3189,4551,1703,electronics,smartphones,0,mobilehub,False
"singhal, dayal and gandhi velit plus lighting 9","singhal, dayal",34908.88,4.4,2058,5414,2233,home,lighting,11,flipkart assured,False
"tank, karan and banerjee rerum pro lighting 7","tank, karan",47978.72,3.4,3622,8659,22,home,lighting,25,retailnet,False
"sundaram, subramaniam and mahal ad ultra dresses 6","sundaram, subramaniam",27030.19,4.3,1660,2566,1156,fashion,dresses,45,supercomnet,False
arora plc iste pro furniture 1,arora plc,1869.1,3.3,9513,52,16,home,furniture,0,cloudtail india,False
"mander, prashad and wason fuga ultra smartwatches 3","mander, prashad",35102.1,3.8,9532,5973,1844,electronics,smartwatches,0,flipkart assured,False
divan-bora animi pro microwaves 14,divan-bora animi,31662.76,4.6,8175,8415,1057,appliances,microwaves,0,retailnet,False
nayar group enim ultra laptops 7,nayar group,90042.37,4.6,997,7295,3111,electronics,laptops,59,flipkart assured,False
karnik-gopal voluptatibus plus refrigerators 4,karnik-gopal voluptatibus,58991.75,4.1,8759,7264,401,appliances,refrigerators,19,cloudtail india,False
krishna-hegde excepturi ultra furniture 5,krishna-hegde excepturi,31889.19,3.3,2727,391,133,home,furniture,37,cloudtail india,False
sarraf-more voluptate ultra t-shirts 5,sarraf-more voluptate,1678.19,3.6,2654,7635,152,fashion,t-shirts,14,mobilehub,False
yadav group eligendi ultra smartphones 7,yadav group,34094.33,4.1,6322,2859,1317,electronics,smartphones,12,flipkart assured,False
narasimhan-seshadri maxime ultra acs 12,narasimhan-seshadri maxime,4703.01,4.4,8147,3593,1388,appliances,acs,35,cloudtail india,False
sant llc repudiandae ultra smartwatches 6,sant llc,36754.42,3.1,443,5491,1020,electronics,smartwatches,47,flipkart assured,False
sha plc debitis plus headphones 7,sha plc,11368.58,3.6,6615,7667,2404,electronics,headphones,70,electroworld,False
hayer plc recusandae lite headphones 6,hayer plc,35729.23,4.7,8205,3389,1655,electronics,headphones,43,fashionplus,False
shan inc amet ultra refrigerators 4,shan inc,37038.52,4.2,9722,2638,111,appliances,refrigerators,0,electroworld,False
hayer-menon voluptate pro smartphones 5,hayer-menon voluptate,116924.99,4.1,8978,5893,100,electronics,smartphones,53,fashionplus,False
chanda-gole quasi ultra decor 5,chanda-gole quasi,27500.47,3.1,8459,659,3,home,decor,0,retailnet,False
nigam-talwar voluptatibus plus kitchenware 4,nigam-talwar voluptatibus,9664.52,4.8,6583,8386,3108,home,kitchenware,62,electroworld,False
chandra llc architecto lite smartwatches 9,chandra llc,39060.41,3.1,732,403,51,electronics,smartwatches,53,cloudtail india,False
vohra group in lite refrigerators 8,vohra group,29376.71,4.9,3253,9212,1377,appliances,refrigerators,0,homecare solutions,False
"rajan, atwal and keer iure plus microwaves 14","rajan, atwal",4852.09,4.8,8803,486,139,appliances,microwaves,26,supercomnet,False
kota ltd libero ultra furniture 4,kota ltd,6763.72,3.3,3396,8661,4107,home,furniture,65,fashionplus,False
"chandra, issac and bajaj praesentium pro smartphones 10","chandra, issac",67280.67,3.7,8691,3022,873,electronics,smartphones,43,fashionplus,False
"bhandari, edwin and subramaniam explicabo ultra lighting 7","bhandari, edwin",38634.27,4.1,5719,316,117,home,lighting,0,flipkart assured,False
singhal group asperiores pro t-shirts 13,singhal group,962.18,3.9,1393,7050,1106,fashion,t-shirts,0,flipkart assured,False
chaudhary-saini itaque pro kitchenware 11,chaudhary-saini itaque,32731.44,3.9,2459,1681,14,home,kitchenware,8,mobilehub,False
"tandon, borde and dhawan veniam pro refrigerators 7","tandon, borde",23645.17,4.7,4813,3178,442,appliances,refrigerators,10,cloudtail india,False
"dugar, nigam and dutt maxime lite smartphones 1","dugar, nigam",107028.64,3.3,4460,2490,84,electronics,smartphones,0,cloudtail india,False
bose plc nesciunt lite smartphones 10,bose plc,106836.24,4.6,7118,2692,576,electronics,smartphones,0,electroworld,False
dhar llc repellendus ultra headphones 9,dhar llc,23217.69,3.5,5934,1217,400,electronics,headphones,0,fashionplus,False
sekhon-das quae pro jeans 2,sekhon-das quae,24839.45,3.7,4319,9663,4606,fashion,jeans,44,retailnet,False
"trivedi, kadakia and dutta fugit pro kitchenware 8","trivedi, kadakia",3098.54,4.6,6579,9126,1468,home,kitchenware,41,supercomnet,False
radhakrishnan-raja voluptatum plus decor 6,radhakrishnan-raja voluptatum,29104.14,4.4,5518,1474,97,home,decor,0,fashionplus,False
chanda and sons nostrum lite lighting 12,chanda and,18918.55,4.2,386,2510,1192,home,lighting,32,supercomnet,False
ranganathan-ranganathan autem plus furniture 5,ranganathan-ranganathan autem,41498.12,4.2,6795,2710,1335,home,furniture,0,flipkart assured,False
"chaudhry, natarajan and korpal corporis ultra furniture 3","chaudhry, natarajan",32830.31,3.4,4321,601,49,home,furniture,11,supercomnet,False
"sachdev, dasgupta and wason numquam pro dresses 8","sachdev, dasgupta",45779.05,4.4,3851,3183,1446,fashion,dresses,50,flipkart assured,False
nadkarni-mani tempora lite microwaves 13,nadkarni-mani tempora,1650.45,4.0,3802,1744,121,appliances,microwaves,55,homecare solutions,False
sood-varughese cupiditate pro t-shirts 14,sood-varughese cupiditate,1361.37,4.4,3748,6172,1361,fashion,t-shirts,0,supercomnet,False
rajagopalan-saini pariatur lite jeans 15,rajagopalan-saini pariatur,4219.37,4.6,6925,3843,1145,fashion,jeans,15,homecare solutions,False
babu-viswanathan architecto lite shoes 4,babu-viswanathan architecto,5062.86,3.6,5561,9729,3156,fashion,shoes,34,homecare solutions,False
ganesan and sons fugiat pro microwaves 11,ganesan and,48176.4,4.5,1397,6947,1088,appliances,microwaves,51,electroworld,False
gupta llc dolorum ultra kitchenware 6,gupta llc,15831.5,4.0,7577,3764,509,home,kitchenware,0,homecare solutions,False
manda inc occaecati lite laptops 8,manda inc,21289.49,3.6,6796,8972,934,electronics,laptops,62,retailnet,False
dayal-menon nostrum plus furniture 1,dayal-menon nostrum,528.34,3.9,7535,272,20,home,furniture,17,flipkart assured,False
grewal group beatae pro headphones 9,grewal group,46973.87,4.6,4335,8010,3135,electronics,headphones,50,flipkart assured,False
thakkar-gour nulla plus shoes 5,thakkar-gour nulla,11665.16,4.3,9215,6284,1165,fashion,shoes,16,mobilehub,False
lata plc et plus lighting 13,lata plc,38548.54,4.0,4082,893,124,home,lighting,0,electroworld,False
"arora, gaba and sen commodi lite furniture 14","arora, gaba",5564.05,3.1,5993,7576,1957,home,furniture,22,homecare solutions,False
"khare, nori and dey laboriosam ultra t-shirts 11","khare, nori",1956.45,4.7,1465,6836,947,fashion,t-shirts,27,fashionplus,False
bhatia inc autem lite kitchenware 1,bhatia inc,185.13,4.3,9813,4531,1432,home,kitchenware,7,retailnet,False
keer-ram assumenda pro furniture 1,keer-ram assumenda,437.75,4.4,5785,5002,480,home,furniture,56,homecare solutions,False
thakur-taneja rerum plus lighting 4,thakur-taneja rerum,16650.55,3.0,6765,8330,3824,home,lighting,10,mobilehub,False
"shetty, madan and lala atque pro jeans 1","shetty, madan",26250.48,3.6,515,154,1,fashion,jeans,0,supercomnet,False
prabhakar group atque ultra smartphones 14,prabhakar group,49126.3,3.2,632,6324,2291,electronics,smartphones,67,electroworld,False
"goel, saran and malhotra ipsum pro refrigerators 3","goel, saran",79186.27,3.4,242,2462,788,appliances,refrigerators,66,retailnet,False
"parmer, sandhu and toor asperiores ultra headphones 4","parmer, sandhu",44841.56,3.9,8778,5635,2369,electronics,headphones,0,cloudtail india,False
"srivastava, sha and dara suscipit ultra refrigerators 10","srivastava, sha",53883.54,4.0,4430,6629,613,appliances,refrigerators,70,flipkart assured,False
sodhi group eum pro refrigerators 8,sodhi group,76395.07,4.8,935,4702,864,appliances,refrigerators,31,electroworld,False
subramaniam-kale id plus furniture 10,subramaniam-kale id,9247.39,3.1,570,5322,1271,home,furniture,41,retailnet,False
sarna group dolor ultra t-shirts 11,sarna group,599.74,3.9,1164,3821,1479,fashion,t-shirts,62,mobilehub,False
"karnik, chana and modi necessitatibus ultra washing machines 11","karnik, chana",48608.52,4.5,1326,9846,2497,appliances,washing machines,34,retailnet,False
pradhan-peri illo plus shoes 8,pradhan-peri illo,41199.09,3.2,8625,9512,2165,fashion,shoes,69,fashionplus,False
"chatterjee, varghese and dave provident ultra furniture 12","chatterjee, varghese",36729.61,3.5,6792,3874,1532,home,furniture,0,flipkart assured,False
parikh-sandal ex lite lighting 3,parikh-sandal ex,49027.51,4.6,5580,5362,2210,home,lighting,0,flipkart assured,False
ganesh and sons dolore plus kitchenware 15,ganesh and,8707.07,3.6,7937,8821,4025,home,kitchenware,27,flipkart assured,False
srinivas-mital veniam pro t-shirts 8,srinivas-mital veniam,1803.73,5.0,6321,9624,4354,fashion,t-shirts,16,homecare solutions,False
chaudhari plc architecto ultra dresses 7,chaudhari plc,16630.42,3.5,6094,4081,1266,fashion,dresses,29,mobilehub,False
mukhopadhyay-badal maiores pro jeans 12,mukhopadhyay-badal maiores,46198.28,3.1,8708,8426,2129,fashion,jeans,57,cloudtail india,False
"sankaran, hayer and madan quas pro decor 9","sankaran, hayer",45263.87,3.6,3187,3595,698,home,decor,9,electroworld,False
shankar plc praesentium lite refrigerators 13,shankar plc,65637.5,3.5,461,4411,1080,appliances,refrigerators,51,retailnet,False
soman ltd placeat lite laptops 14,soman ltd,173104.86,3.5,1892,8379,1360,electronics,laptops,37,supercomnet,False
varkey-muni sunt plus furniture 9,varkey-muni sunt,10270.9,3.9,3185,7880,257,home,furniture,61,retailnet,False
"muni, singhal and nanda ullam lite smartphones 13","muni, singhal",142032.86,4.8,1690,9020,1303,electronics,smartphones,33,cloudtail india,False
dar-wagle tenetur plus headphones 9,dar-wagle tenetur,37541.83,3.2,2359,6230,2547,electronics,headphones,0,supercomnet,False
"modi, deol and kumar expedita pro shoes 2","modi, deol",33683.49,4.8,2220,7826,2018,fashion,shoes,60,mobilehub,False
mitter-mall sequi plus headphones 5,mitter-mall sequi,22155.41,4.0,5670,6642,263,electronics,headphones,50,mobilehub,False
cheema-gill consectetur lite acs 11,cheema-gill consectetur,43537.0,3.0,8399,5390,657,appliances,acs,0,mobilehub,False
doshi-nagy quisquam plus smartphones 5,doshi-nagy quisquam,23457.2,4.4,5870,9962,1148,electronics,smartphones,0,electroworld,False
oza inc sed lite dresses 1,oza inc,13772.49,4.3,2865,7005,2124,fashion,dresses,24,homecare solutions,False
"pandey, nadig and barad minus lite acs 15","pandey, nadig",13811.08,4.2,7544,946,330,appliances,acs,0,mobilehub,False
rao ltd ipsam lite kitchenware 14,rao ltd,43803.01,3.2,145,9467,2786,home,kitchenware,40,supercomnet,False
buch plc natus pro microwaves 13,buch plc,24107.49,4.2,9207,7497,149,appliances,microwaves,66,supercomnet,False
toor-sahni debitis ultra refrigerators 3,toor-sahni debitis,12330.6,3.2,419,6292,914,appliances,refrigerators,0,retailnet,False
karan-thakkar cupiditate pro kitchenware 3,karan-thakkar cupiditate,18220.03,3.2,7711,6599,779,home,kitchenware,23,electroworld,False
das-lata impedit pro decor 14,das-lata impedit,15220.84,4.4,2608,7079,3179,home,decor,46,cloudtail india,False
sahni group illo plus dresses 9,sahni group,4442.66,4.3,5236,1606,657,fashion,dresses,35,cloudtail india,False
dalal ltd numquam pro kitchenware 4,dalal ltd,32875.14,4.0,1399,6843,2241,home,kitchenware,0,mobilehub,False
sankaran-pingle maiores lite refrigerators 4,sankaran-pingle maiores,51173.23,4.9,8318,4500,389,appliances,refrigerators,32,cloudtail india,False
chana-datta laborum pro decor 4,chana-datta laborum,27025.17,3.7,9995,7464,1656,home,decor,62,retailnet,False
chaudhry and sons id ultra jeans 14,chaudhry and,47004.94,3.2,4752,9955,1705,fashion,jeans,59,homecare solutions,False
lanka and sons amet pro kitchenware 6,lanka and,33328.52,3.1,1537,3846,727,home,kitchenware,0,fashionplus,False
jani-khanna perspiciatis ultra kitchenware 1,jani-khanna perspiciatis,47052.87,3.0,4800,1603,557,home,kitchenware,38,fashionplus,False
"mann, more and chakraborty sit ultra jeans 8","mann, more",15935.01,3.9,5749,7819,1369,fashion,jeans,54,homecare solutions,False
"wali, sunder and padmanabhan cum plus furniture 9","wali, sunder",49090.35,3.6,8461,5973,2671,home,furniture,44,homecare solutions,False
"andra, deep and tata aliquam plus laptops 12","andra, deep",183778.66,4.9,8128,3826,1647,electronics,laptops,0,cloudtail india,False
verma-sastry nihil ultra acs 8,verma-sastry nihil,48014.48,4.4,6617,2324,78,appliances,acs,0,flipkart assured,False
bhattacharyya group facere pro headphones 5,bhattacharyya group,12101.72,4.5,7640,2917,1069,electronics,headphones,35,supercomnet,False
"deshpande, dey and dhawan quam ultra refrigerators 9","deshpande, dey",69037.14,4.5,9779,8949,365,appliances,refrigerators,0,fashionplus,False
"garde, taneja and bail iste plus smartwatches 6","garde, taneja",34866.97,3.2,4488,3032,524,electronics,smartwatches,63,electroworld,False
prabhu-khosla officiis plus jeans 11,prabhu-khosla officiis,12787.12,3.6,3294,3596,865,fashion,jeans,0,flipkart assured,False
"pal, salvi and jhaveri odit pro shoes 2","pal, salvi",21831.24,4.2,9531,7505,3033,fashion,shoes,39,retailnet,False
"gour, menon and lanka veritatis ultra dresses 11","gour, menon",14871.6,3.8,3580,4433,729,fashion,dresses,11,supercomnet,False
"din, korpal and hora aliquid ultra furniture 13","din, korpal",3042.83,3.7,6166,5145,1543,home,furniture,47,flipkart assured,False
"anne, varughese and bhavsar accusantium pro acs 1","anne, varughese",13807.66,4.0,9134,9164,402,appliances,acs,59,flipkart assured,False
"apte, narayan and mand odio ultra smartwatches 11","apte, narayan",24715.79,3.8,1228,174,25,electronics,smartwatches,60,supercomnet,False
lala-aurora error lite refrigerators 1,lala-aurora error,74415.62,4.2,3562,1743,426,appliances,refrigerators,67,electroworld,False
pradhan group quas ultra decor 7,pradhan group,9718.38,3.5,9265,3503,1566,home,decor,59,homecare solutions,False
"saha, shetty and krishnamurthy numquam ultra dresses 14","saha, shetty",10687.74,3.4,5523,8246,95,fashion,dresses,0,flipkart assured,False
"bhatnagar, gopal and sama quibusdam plus kitchenware 4","bhatnagar, gopal",12292.98,3.2,9108,7667,2208,home,kitchenware,23,fashionplus,False
anne inc provident plus refrigerators 14,anne inc,78176.97,3.2,3780,842,337,appliances,refrigerators,26,retailnet,False
oza inc tempora lite kitchenware 10,oza inc,45833.33,4.6,282,1369,323,home,kitchenware,17,homecare solutions,False
sarin llc quae ultra smartphones 8,sarin llc,89325.72,4.5,4781,2456,140,electronics,smartphones,25,electroworld,False
"raju, gole and sekhon consequuntur lite jeans 13","raju, gole",40793.84,3.6,7794,8346,1701,fashion,jeans,0,mobilehub,False
dash plc praesentium plus headphones 13,dash plc,14374.85,4.8,9085,8258,3179,electronics,headphones,54,cloudtail india,False
modi plc reprehenderit plus furniture 9,modi plc,7548.42,3.0,869,703,350,home,furniture,41,supercomnet,False
vig ltd doloribus plus acs 10,vig ltd,44489.3,3.9,5499,8872,3500,appliances,acs,68,flipkart assured,False
kata and sons dolore ultra furniture 3,kata and,14852.74,3.9,3049,453,106,home,furniture,0,cloudtail india,False
balay ltd reprehenderit pro washing machines 1,balay ltd,5234.73,4.8,1129,1015,212,appliances,washing machines,0,fashionplus,False
"balay, hari and nayar deserunt pro microwaves 11","balay, hari",6064.63,4.0,665,5681,366,appliances,microwaves,50,retailnet,False
"kumer, saran and krishna fugit ultra dresses 3","kumer, saran",27467.6,3.7,4010,2540,570,fashion,dresses,61,retailnet,False
seshadri inc laboriosam plus acs 5,seshadri inc,26784.97,4.3,9998,8723,885,appliances,acs,0,mobilehub,False
bhatt-sura rem pro dresses 11,bhatt-sura rem,41502.96,3.7,7599,3852,171,fashion,dresses,52,electroworld,False
"savant, murthy and kulkarni temporibus plus decor 4","savant, murthy",28256.65,4.8,6877,2369,573,home,decor,33,fashionplus,False
bhardwaj group ipsum plus t-shirts 3,bhardwaj group,1674.11,4.9,2942,4764,2143,fashion,t-shirts,0,fashionplus,False
hayre-seth nisi plus smartphones 13,hayre-seth nisi,28355.91,4.6,3646,8327,1975,electronics,smartphones,47,flipkart assured,False
kaul-krishna cumque plus laptops 1,kaul-krishna cumque,101976.68,4.3,123,4449,68,electronics,laptops,60,mobilehub,False
"manne, viswanathan and mall eos plus t-shirts 13","manne, viswanathan",1544.66,3.3,6095,7252,1201,fashion,t-shirts,19,cloudtail india,False
"srinivasan, mall and srivastava dolorem ultra laptops 2","srinivasan, mall",166095.73,3.2,178,7994,2375,electronics,laptops,11,cloudtail india,False
thakkar-palla at lite t-shirts 4,thakkar-palla at,975.13,3.2,692,7683,2646,fashion,t-shirts,58,mobilehub,False
srinivasan group commodi plus dresses 13,srinivasan group,19188.52,3.2,1101,9199,469,fashion,dresses,69,fashionplus,False
