Product Name,Categorize Product,Brand Name,Price (?),Discounted Price,Rating (?),Number of Buyers,Total Sold,Available Stock,Main Category,Sub Category,Discount (%),Seller,Return Policy
"Konda, Sengupta and Badal Impedit Pro T-Shirts 8",Other,"Konda, Sengupta",151068.73 ,55895.43 ,4.80 ,4334,4793,919,Fashion,T-Shirts,63,FashionPlus,TRUE
Madan LLC Impedit Pro T-Shirts 2,Other,Madan LLC,149686.53 ,109271.17 ,3.90 ,8207,1252,104,Fashion,T-Shirts,27,HomeCare Solutions,FALSE
Arya-Lad Laudantium Lite T-Shirts 2,Other,Arya-Lad Laudantium,149433.53 ,149433.53 ,3.70 ,4559,7371,162,Fashion,T-Shirts,0,FashionPlus,TRUE
"Khanna, Zacharia and Rege Eveniet Pro T-Shirts 14",Other,"Khanna, Zacharia",149287.35 ,114951.26 ,4.20 ,5495,2440,408,Fashion,T-Shirts,23,Cloudtail India,TRUE
Chakraborty and Sons Nostrum Lite T-Shirts 13,Other,Chakraborty and,149135.16 ,129747.59 ,4.50 ,8882,4848,1995,Fashion,T-Shirts,13,Flipkart Assured,TRUE
"Toor, Padmanabhan and Patla Praesentium Pro ACs 7",Other,"Toor, Padmanabhan",149041.92 ,134137.73 ,4.70 ,1037,3493,84,Appliances,ACs,10,SuperComNet,FALSE
Basu and Sons Magnam Lite Headphones 5,Phone,Basu and,148615.66 ,148615.66 ,3.80 ,2677,5814,1262,Electronics,Headphones,0,MobileHub,TRUE
Swaminathan Ltd Autem Ultra T-Shirts 7,Other,Swaminathan Ltd,148480.67 ,132147.80 ,4.80 ,7740,3513,246,Fashion,T-Shirts,11,FashionPlus,FALSE
"Bassi, Wali and Bhavsar Assumenda Ultra T-Shirts 13",Other,"Bassi, Wali",148344.93 ,109775.25 ,3.70 ,2489,5424,18,Fashion,T-Shirts,26,FashionPlus,FALSE
Kamdar Group Provident Plus ACs 3,Other,Kamdar Group,148231.05 ,148231.05 ,3.20 ,7974,180,68,Appliances,ACs,0,ElectroWorld,TRUE
"Ghosh, Bhardwaj and Bhatti Dicta Pro T-Shirts 7",Other,"Ghosh, Bhardwaj",148156.53 ,47410.09 ,4.40 ,3728,8949,1474,Fashion,T-Shirts,68,MobileHub,TRUE
Sane Inc Ratione Lite T-Shirts 8,Other,Sane Inc,147197.39 ,147197.39 ,3.30 ,1354,3613,688,Fashion,T-Shirts,0,SuperComNet,FALSE
Menon Group Animi Pro ACs 5,Other,Menon Group,147187.08 ,147187.08 ,4.50 ,6147,448,57,Appliances,ACs,0,HomeCare Solutions,FALSE
Murty Group Voluptate Ultra T-Shirts 4,Other,Murty Group,147138.56 ,147138.56 ,4.30 ,2205,5445,1096,Fashion,T-Shirts,0,ElectroWorld,TRUE
Sharaf-Gupta Ea Pro T-Shirts 14,Other,Sharaf-Gupta Ea,146731.79 ,110048.84 ,3.90 ,8937,6735,221,Fashion,T-Shirts,25,Cloudtail India,FALSE
Muni Ltd Odio Plus T-Shirts 11,Other,Muni Ltd,146703.24 ,146703.24 ,4.80 ,7469,7835,964,Fashion,T-Shirts,0,Flipkart Assured,FALSE
"Dayal, Krish and Dhillon Neque Pro T-Shirts 9",Other,"Dayal, Krish",145774.34 ,104957.52 ,4.70 ,3105,6444,2743,Fashion,T-Shirts,28,Cloudtail India,FALSE
Murty-Subramaniam Nostrum Pro T-Shirts 12,Other,Murty-Subramaniam Nostrum,145702.40 ,118018.94 ,4.80 ,7069,5255,572,Fashion,T-Shirts,19,MobileHub,TRUE
"Srinivas, Palla and Sethi Neque Pro Jeans 14",Other,"Srinivas, Palla",145335.34 ,145335.34 ,4.80 ,8341,4914,1388,Fashion,Jeans,0,RetailNet,FALSE
"Buch, Kaul and Chandran Facere Lite T-Shirts 11",Other,"Buch, Kaul",144951.48 ,65228.17 ,4.10 ,691,5373,55,Fashion,T-Shirts,55,HomeCare Solutions,FALSE
Murthy Inc Amet Lite T-Shirts 15,Other,Murthy Inc,144722.46 ,54994.53 ,4.50 ,9915,4221,1227,Fashion,T-Shirts,62,ElectroWorld,FALSE
Viswanathan Ltd Aliquid Ultra ACs 12,Other,Viswanathan Ltd,144590.18 ,144590.18 ,4.10 ,1774,9639,969,Appliances,ACs,0,Cloudtail India,FALSE
"Wali, Ghose and Iyengar Quisquam Lite Shoes 7",Other,"Wali, Ghose",144267.05 ,122626.99 ,4.70 ,859,8064,2391,Fashion,Shoes,15,SuperComNet,TRUE
Bir PLC Nam Lite Lighting 13,Other,Bir PLC,144202.90 ,115362.32 ,3.40 ,4505,214,31,Home,Lighting,20,ElectroWorld,FALSE
"Das, Malhotra and Raghavan Quas Pro Microwaves 2",Other,"Das, Malhotra",143412.98 ,143412.98 ,4.20 ,265,7394,322,Appliances,Microwaves,0,FashionPlus,FALSE
Dey PLC Fugit Plus ACs 15,Other,Dey PLC,143391.85 ,143391.85 ,3.80 ,5940,402,97,Appliances,ACs,0,Flipkart Assured,FALSE
Bumb-Datta Nesciunt Plus T-Shirts 9,Other,Bumb-Datta Nesciunt,142761.49 ,142761.49 ,3.70 ,9605,5885,264,Fashion,T-Shirts,0,SuperComNet,TRUE
Vig LLC Perferendis Lite Kitchenware 10,Other,Vig LLC,142686.22 ,74196.83 ,4.60 ,2550,8087,3002,Home,Kitchenware,48,RetailNet,FALSE
Krishnan LLC Labore Pro T-Shirts 3,Other,Krishnan LLC,142459.54 ,142459.54 ,3.10 ,2748,3924,167,Fashion,T-Shirts,0,Flipkart Assured,FALSE
"Kumer, Sane and Borde Voluptatem Pro T-Shirts 2",Other,"Kumer, Sane",142247.04 ,51208.93 ,4.00 ,3596,9599,3953,Fashion,T-Shirts,64,Cloudtail India,TRUE
Kaur-Sule Deleniti Plus T-Shirts 11,Other,Kaur-Sule Deleniti,142032.86 ,142032.86 ,3.20 ,9695,1893,580,Fashion,T-Shirts,0,MobileHub,FALSE
"Gaba, Prasad and Chada Velit Pro Shoes 7",Other,"Gaba, Prasad",141964.28 ,61044.64 ,3.70 ,2093,9110,1012,Fashion,Shoes,57,HomeCare Solutions,FALSE
Bumb Group Delectus Ultra T-Shirts 10,Other,Bumb Group,140569.17 ,122295.18 ,4.70 ,7674,2138,812,Fashion,T-Shirts,13,SuperComNet,FALSE
Jaggi Inc Saepe Plus T-Shirts 5,Other,Jaggi Inc,140184.86 ,140184.86 ,4.00 ,7002,1149,188,Fashion,T-Shirts,0,HomeCare Solutions,FALSE
Tak Ltd Accusamus Plus T-Shirts 5,Other,Tak Ltd,139774.30 ,54511.98 ,3.60 ,538,5442,1665,Fashion,T-Shirts,61,RetailNet,TRUE
Bajaj-Doshi Nostrum Plus T-Shirts 6,Other,Bajaj-Doshi Nostrum,139751.30 ,106210.99 ,4.50 ,777,3889,200,Fashion,T-Shirts,24,RetailNet,TRUE
"Nori, Krishna and Ramakrishnan Assumenda Plus T-Shirts 2",Other,"Nori, Krishna",139339.10 ,78029.90 ,3.40 ,377,7801,2021,Fashion,T-Shirts,44,RetailNet,FALSE
Trivedi-Singhal Cumque Pro T-Shirts 2,Other,Trivedi-Singhal Cumque,139218.97 ,118336.12 ,3.50 ,210,3340,132,Fashion,T-Shirts,15,SuperComNet,TRUE
Taneja and Sons Odio Lite T-Shirts 14,Other,Taneja and,138883.37 ,56942.18 ,4.10 ,1271,6631,1324,Fashion,T-Shirts,59,Flipkart Assured,TRUE
"Datta, Bhardwaj and Sethi Rerum Ultra T-Shirts 13",Other,"Datta, Bhardwaj",138653.15 ,138653.15 ,4.60 ,7162,2069,334,Fashion,T-Shirts,0,HomeCare Solutions,FALSE
Mann LLC Expedita Pro T-Shirts 2,Other,Mann LLC,138225.54 ,113344.94 ,3.50 ,1376,5846,2096,Fashion,T-Shirts,18,ElectroWorld,TRUE
"Sharma, Sachdev and Bali Ducimus Pro T-Shirts 4",Other,"Sharma, Sachdev",137868.09 ,124081.28 ,4.90 ,3934,9342,839,Fashion,T-Shirts,10,Cloudtail India,TRUE
Mammen-Sengupta Et Lite T-Shirts 6,Other,Mammen-Sengupta Et,137831.46 ,96482.02 ,4.40 ,6309,4448,98,Fashion,T-Shirts,30,MobileHub,FALSE
Chaudhry Ltd Odit Lite T-Shirts 15,Other,Chaudhry Ltd,137367.73 ,137367.73 ,4.90 ,6118,9037,877,Fashion,T-Shirts,0,MobileHub,TRUE
"Murty, Pall and Balakrishnan Quam Plus T-Shirts 5",Other,"Murty, Pall",137218.84 ,59004.10 ,3.30 ,7794,3964,1459,Fashion,T-Shirts,57,RetailNet,TRUE
Krishnan Inc Temporibus Plus T-Shirts 8,Other,Krishnan Inc,136824.22 ,136824.22 ,4.90 ,2686,5180,1662,Fashion,T-Shirts,0,RetailNet,FALSE
"Kar, Prabhu and Rajan Atque Ultra T-Shirts 14",Other,"Kar, Prabhu",136759.28 ,83423.16 ,3.70 ,819,7066,1839,Fashion,T-Shirts,39,FashionPlus,TRUE
Savant Inc Et Lite T-Shirts 13,Other,Savant Inc,136719.35 ,62890.90 ,4.40 ,1722,6428,3115,Fashion,T-Shirts,54,Cloudtail India,TRUE
Andra LLC Impedit Plus ACs 9,Other,Andra LLC,136034.13 ,119710.03 ,4.00 ,8177,9840,3419,Appliances,ACs,12,RetailNet,TRUE
Sathe-Dhawan Iste Ultra T-Shirts 3,Other,Sathe-Dhawan Iste,136011.07 ,136011.07 ,3.00 ,6133,3548,1503,Fashion,T-Shirts,0,HomeCare Solutions,TRUE
Atwal Group Magni Pro T-Shirts 13,Other,Atwal Group,135807.92 ,135807.92 ,3.80 ,3214,1337,192,Fashion,T-Shirts,0,RetailNet,TRUE
"Dhaliwal, Munshi and Tandon Atque Ultra T-Shirts 15",Other,"Dhaliwal, Munshi",135649.25 ,44764.25 ,4.20 ,2742,4145,1262,Fashion,T-Shirts,67,RetailNet,TRUE
Kashyap-Parsa Animi Plus Headphones 15,Phone,Kashyap-Parsa Animi,135339.17 ,135339.17 ,3.80 ,6563,4025,679,Electronics,Headphones,0,Cloudtail India,FALSE
Arya and Sons Eligendi Pro T-Shirts 9,Other,Arya and,134882.62 ,43162.44 ,4.30 ,2872,9741,4480,Fashion,T-Shirts,68,MobileHub,FALSE
Kaul-Mannan Cum Plus T-Shirts 12,Other,Kaul-Mannan Cum,134309.35 ,40292.81 ,3.90 ,9003,7657,565,Fashion,T-Shirts,70,FashionPlus,FALSE
Singhal Group Asperiores Pro T-Shirts 13,Other,Singhal Group,133941.86 ,133941.86 ,3.90 ,1393,7050,1106,Fashion,T-Shirts,0,Flipkart Assured,FALSE
Panchal-Sood Amet Ultra T-Shirts 14,Other,Panchal-Sood Amet,133888.88 ,133888.88 ,3.80 ,4503,3833,1161,Fashion,T-Shirts,0,RetailNet,FALSE
Ramachandran Ltd Repellat Pro T-Shirts 9,Other,Ramachandran Ltd,133746.79 ,68210.86 ,4.90 ,8517,2852,665,Fashion,T-Shirts,49,Cloudtail India,TRUE
Thakkar-Palla At Lite T-Shirts 4,Other,Thakkar-Palla At,133233.93 ,55958.25 ,3.20 ,692,7683,2646,Fashion,T-Shirts,58,MobileHub,FALSE
Karan-Sinha Placeat Lite T-Shirts 15,Other,Karan-Sinha Placeat,133055.63 ,67858.37 ,4.70 ,7664,3657,1783,Fashion,T-Shirts,49,FashionPlus,TRUE
"Ravi, Sachar and Sarin Ipsum Ultra T-Shirts 11",Other,"Ravi, Sachar",132607.28 ,96803.31 ,3.00 ,9873,4155,417,Fashion,T-Shirts,27,ElectroWorld,FALSE
"Aurora, Chauhan and Dyal Omnis Pro T-Shirts 2",Other,"Aurora, Chauhan",132209.08 ,64782.45 ,3.00 ,601,5513,1597,Fashion,T-Shirts,51,SuperComNet,TRUE
Aggarwal LLC Neque Plus T-Shirts 14,Other,Aggarwal LLC,131764.54 ,106729.28 ,4.20 ,1752,254,48,Fashion,T-Shirts,19,SuperComNet,FALSE
Palan Ltd Suscipit Pro T-Shirts 7,Other,Palan Ltd,131336.28 ,131336.28 ,3.20 ,8559,8526,592,Fashion,T-Shirts,0,RetailNet,TRUE
Bajaj LLC Eveniet Pro T-Shirts 9,Other,Bajaj LLC,131132.48 ,115396.58 ,4.60 ,449,6101,652,Fashion,T-Shirts,12,SuperComNet,FALSE
Sura Ltd A Ultra T-Shirts 3,Other,Sura Ltd,131106.24 ,131106.24 ,4.70 ,2944,1165,132,Fashion,T-Shirts,0,FashionPlus,TRUE
Bedi PLC Dolores Plus Headphones 12,Phone,Bedi PLC,130903.47 ,115195.05 ,3.80 ,1011,9712,1599,Electronics,Headphones,12,HomeCare Solutions,TRUE
Kalla-Grover Similique Lite Washing Machines 1,Other,Kalla-Grover Similique,130803.11 ,62785.49 ,3.30 ,1820,2971,138,Appliances,Washing Machines,52,ElectroWorld,TRUE
Bumb-Pingle Quisquam Lite Kitchenware 15,Other,Bumb-Pingle Quisquam,130335.56 ,61257.71 ,4.10 ,3845,1844,722,Home,Kitchenware,53,HomeCare Solutions,TRUE
Sandhu Inc Rerum Lite T-Shirts 14,Other,Sandhu Inc,130236.76 ,123724.92 ,4.00 ,3239,8544,3741,Fashion,T-Shirts,5,RetailNet,FALSE
Dora-Mutti Minus Ultra T-Shirts 10,Other,Dora-Mutti Minus,129898.41 ,120805.52 ,3.20 ,4778,4730,1071,Fashion,T-Shirts,7,RetailNet,TRUE
"Barman, Golla and Prakash Ullam Lite T-Shirts 1",Other,"Barman, Golla",129867.87 ,58440.54 ,4.80 ,1649,446,177,Fashion,T-Shirts,55,FashionPlus,FALSE
Mitter Inc Cum Lite T-Shirts 1,Other,Mitter Inc,129619.96 ,129619.96 ,3.60 ,1206,1204,199,Fashion,T-Shirts,0,Cloudtail India,TRUE
"Tata, Varkey and Saraf Dolor Pro T-Shirts 11",Other,"Tata, Varkey",129135.49 ,42614.71 ,3.30 ,6451,2501,1234,Fashion,T-Shirts,67,Cloudtail India,FALSE
Dada PLC Magnam Pro T-Shirts 10,Other,Dada PLC,129093.41 ,71001.38 ,4.40 ,4608,9839,695,Fashion,T-Shirts,45,Cloudtail India,FALSE
Chana Ltd Sit Lite T-Shirts 15,Other,Chana Ltd,128944.01 ,118628.49 ,4.30 ,9192,3675,1175,Fashion,T-Shirts,8,ElectroWorld,TRUE
"Pingle, Chaudhari and Wable At Ultra Washing Machines 4",Other,"Pingle, Chaudhari",128833.32 ,96624.99 ,3.90 ,3378,3589,1389,Appliances,Washing Machines,25,Flipkart Assured,TRUE
Sarkar PLC Ullam Lite T-Shirts 13,Other,Sarkar PLC,128338.51 ,128338.51 ,4.00 ,9200,3245,1310,Fashion,T-Shirts,0,FashionPlus,FALSE
Bhat-Bansal Error Ultra T-Shirts 6,Other,Bhat-Bansal Error,128277.42 ,39766.00 ,4.30 ,1857,8022,2709,Fashion,T-Shirts,69,Cloudtail India,TRUE
Rao Ltd Repudiandae Lite T-Shirts 5,Other,Rao Ltd,128232.92 ,39752.21 ,3.90 ,5470,695,94,Fashion,T-Shirts,69,ElectroWorld,FALSE
Sachar-Ramanathan Nulla Pro T-Shirts 2,Other,Sachar-Ramanathan Nulla,128170.95 ,115353.86 ,5.00 ,3839,2373,746,Fashion,T-Shirts,10,ElectroWorld,FALSE
Saini Group Dolore Ultra Jeans 11,Other,Saini Group,128141.64 ,46130.99 ,4.20 ,8590,2239,497,Fashion,Jeans,64,Cloudtail India,TRUE
Raja Group Odio Plus T-Shirts 13,Other,Raja Group,128109.99 ,94801.39 ,3.50 ,5356,2580,366,Fashion,T-Shirts,26,HomeCare Solutions,FALSE
Sengupta PLC Voluptatibus Plus T-Shirts 11,Other,Sengupta PLC,128060.59 ,128060.59 ,4.00 ,801,9845,2649,Fashion,T-Shirts,0,HomeCare Solutions,FALSE
Dani Ltd Provident Plus T-Shirts 4,Other,Dani Ltd,127854.92 ,127854.92 ,3.10 ,2564,4816,2228,Fashion,T-Shirts,0,FashionPlus,TRUE
Char-Chahal Repellendus Ultra Smartwatches 13,Smartwatch,Char-Chahal Repellendus,127670.04 ,71495.22 ,4.70 ,6551,6808,2242,Electronics,Smartwatches,44,SuperComNet,FALSE
Mutti Group Voluptatum Plus T-Shirts 15,Other,Mutti Group,126733.64 ,126733.64 ,4.20 ,5695,7809,266,Fashion,T-Shirts,0,MobileHub,FALSE
Sawhney-Yogi Soluta Pro Smartwatches 6,Smartwatch,Sawhney-Yogi Soluta,126522.50 ,97422.33 ,4.30 ,7401,4892,936,Electronics,Smartwatches,23,MobileHub,TRUE
"Biswas, Balasubramanian and Thakkar Natus Pro T-Shirts 7",Other,"Biswas, Balasubramanian",126152.35 ,104706.45 ,3.30 ,9193,7635,691,Fashion,T-Shirts,17,SuperComNet,TRUE
Nagarajan and Sons Praesentium Pro Dresses 12,Other,Nagarajan and,125836.16 ,125836.16 ,4.90 ,7843,7847,2453,Fashion,Dresses,0,FashionPlus,TRUE
"Sidhu, Narayanan and Samra Asperiores Pro T-Shirts 6",Other,"Sidhu, Narayanan",125632.31 ,125632.31 ,4.70 ,9609,1611,668,Fashion,T-Shirts,0,SuperComNet,TRUE
Subramaniam-Andra Sint Lite T-Shirts 15,Other,Subramaniam-Andra Sint,125453.29 ,125453.29 ,3.70 ,2359,1737,91,Fashion,T-Shirts,0,Flipkart Assured,TRUE
"Kari, Vyas and Natt Corporis Pro T-Shirts 15",Other,"Kari, Vyas",125410.56 ,125410.56 ,3.70 ,1909,5760,783,Fashion,T-Shirts,0,ElectroWorld,TRUE
Chhabra Inc Qui Plus T-Shirts 6,Other,Chhabra Inc,125404.39 ,65210.28 ,4.40 ,7702,2470,122,Fashion,T-Shirts,48,MobileHub,FALSE
Mangat-Mani Reprehenderit Ultra Headphones 5,Phone,Mangat-Mani Reprehenderit,125082.99 ,86307.26 ,3.80 ,3310,5250,889,Electronics,Headphones,31,RetailNet,TRUE
"Srivastava, Rana and Kumer Iste Ultra Shoes 11",Other,"Srivastava, Rana",125039.52 ,97530.83 ,4.40 ,6835,2090,955,Fashion,Shoes,22,FashionPlus,TRUE
Sandal-Chad Consequatur Plus T-Shirts 10,Other,Sandal-Chad Consequatur,124969.24 ,124969.24 ,4.30 ,9378,2063,110,Fashion,T-Shirts,0,MobileHub,TRUE
Sura-Misra Dolor Pro Kitchenware 13,Other,Sura-Misra Dolor,124536.77 ,67249.86 ,3.60 ,3359,8639,377,Home,Kitchenware,46,Flipkart Assured,TRUE
"Shankar, Mammen and Chaudhari Quis Pro Shoes 15",Other,"Shankar, Mammen",124520.32 ,85919.02 ,3.10 ,9612,8855,449,Fashion,Shoes,31,RetailNet,FALSE
Tandon-Ramaswamy Numquam Pro T-Shirts 1,Other,Tandon-Ramaswamy Numquam,124498.00 ,74698.80 ,4.20 ,5902,480,140,Fashion,T-Shirts,40,RetailNet,FALSE
"Sant, Dhillon and Manne Officia Ultra T-Shirts 13",Other,"Sant, Dhillon",123562.62 ,116148.86 ,4.00 ,5320,4798,1146,Fashion,T-Shirts,6,Cloudtail India,FALSE
Tripathi-Barad Molestiae Lite Microwaves 9,Other,Tripathi-Barad Molestiae,123265.78 ,123265.78 ,5.00 ,3318,843,95,Appliances,Microwaves,0,ElectroWorld,FALSE
Mallick-Sankar Quasi Lite T-Shirts 7,Other,Mallick-Sankar Quasi,123042.61 ,103355.79 ,4.80 ,8122,540,205,Fashion,T-Shirts,16,Flipkart Assured,FALSE
Kade LLC Dolores Pro T-Shirts 8,Other,Kade LLC,122963.86 ,38118.80 ,3.80 ,4270,9205,3784,Fashion,T-Shirts,69,Cloudtail India,FALSE
Suri-Korpal Autem Lite T-Shirts 13,Other,Suri-Korpal Autem,122333.17 ,114993.18 ,4.20 ,1519,2045,19,Fashion,T-Shirts,6,SuperComNet,FALSE
Gopal-Handa Corporis Pro T-Shirts 8,Other,Gopal-Handa Corporis,121844.25 ,99912.29 ,3.50 ,1749,3390,1046,Fashion,T-Shirts,18,FashionPlus,TRUE
Choudhury-Gill Possimus Pro T-Shirts 7,Other,Choudhury-Gill Possimus,121617.07 ,59592.36 ,4.90 ,5879,9794,3303,Fashion,T-Shirts,51,HomeCare Solutions,FALSE
Srinivas and Sons Id Lite T-Shirts 12,Other,Srinivas and,121082.64 ,121082.64 ,3.70 ,2456,6276,50,Fashion,T-Shirts,0,FashionPlus,TRUE
Ram-Aggarwal Nihil Lite T-Shirts 4,Other,Ram-Aggarwal Nihil,120938.33 ,66516.08 ,4.70 ,1060,323,146,Fashion,T-Shirts,45,RetailNet,FALSE
Nanda Ltd Mollitia Lite T-Shirts 14,Other,Nanda Ltd,120733.69 ,120733.69 ,3.80 ,6322,1335,7,Fashion,T-Shirts,0,HomeCare Solutions,TRUE
Mutti-Bir Maiores Pro T-Shirts 13,Other,Mutti-Bir Maiores,120383.57 ,60191.79 ,4.30 ,2313,9857,4626,Fashion,T-Shirts,50,FashionPlus,FALSE
"Contractor, Thakur and Lal Optio Plus T-Shirts 6",Other,"Contractor, Thakur",120153.76 ,90115.32 ,3.20 ,2518,4068,1552,Fashion,T-Shirts,25,RetailNet,TRUE
Swamy-Agate Illo Plus T-Shirts 14,Other,Swamy-Agate Illo,120123.28 ,96098.62 ,4.00 ,8297,4180,1297,Fashion,T-Shirts,20,HomeCare Solutions,TRUE
Chandran Inc Dolor Pro Microwaves 4,Other,Chandran Inc,120104.66 ,100887.91 ,4.50 ,2607,6546,746,Appliances,Microwaves,16,SuperComNet,TRUE
Oza-Babu Pariatur Lite T-Shirts 8,Other,Oza-Babu Pariatur,119975.79 ,89981.84 ,5.00 ,2079,674,206,Fashion,T-Shirts,25,HomeCare Solutions,TRUE
Pant and Sons Ipsa Lite T-Shirts 6,Other,Pant and,119691.47 ,61042.65 ,3.10 ,1254,1440,550,Fashion,T-Shirts,49,FashionPlus,TRUE
Sethi-Pant Iusto Pro T-Shirts 2,Other,Sethi-Pant Iusto,119616.19 ,110046.89 ,3.60 ,5746,9197,754,Fashion,T-Shirts,8,SuperComNet,TRUE
Bhatti Group Consequatur Ultra Washing Machines 8,Other,Bhatti Group,119494.63 ,50187.74 ,4.10 ,4177,3689,817,Appliances,Washing Machines,58,Cloudtail India,FALSE
"Sarin, Devi and Soman A Lite T-Shirts 8",Other,"Sarin, Devi",119305.88 ,72776.59 ,4.50 ,1448,5022,2305,Fashion,T-Shirts,39,SuperComNet,FALSE
"Dada, Agrawal and Varghese Deserunt Plus Decor 6",Other,"Dada, Agrawal",119059.52 ,52386.19 ,4.20 ,3313,7202,983,Home,Decor,56,HomeCare Solutions,TRUE
Sami Ltd Voluptatum Ultra Jeans 14,Other,Sami Ltd,119055.29 ,109530.87 ,4.40 ,7607,1955,92,Fashion,Jeans,8,SuperComNet,TRUE
Comar-Bora Vitae Pro T-Shirts 10,Other,Comar-Bora Vitae,118987.08 ,118987.08 ,4.00 ,3084,9721,2310,Fashion,T-Shirts,0,HomeCare Solutions,FALSE
Sodhi and Sons Nihil Ultra T-Shirts 3,Other,Sodhi and,118881.97 ,101049.67 ,4.50 ,5677,4877,2067,Fashion,T-Shirts,15,MobileHub,TRUE
Dhawan-Bhardwaj Libero Ultra T-Shirts 13,Other,Dhawan-Bhardwaj Libero,118352.03 ,99415.71 ,4.10 ,6164,2876,1245,Fashion,T-Shirts,16,FashionPlus,TRUE
"Shah, Wason and Seth Adipisci Plus T-Shirts 11",Other,"Shah, Wason",118312.28 ,35493.68 ,3.50 ,4387,9097,4428,Fashion,T-Shirts,70,HomeCare Solutions,TRUE
Tandon and Sons Occaecati Lite Dresses 2,Other,Tandon and,118268.07 ,118268.07 ,4.00 ,4684,6658,1216,Fashion,Dresses,0,FashionPlus,TRUE
Kashyap Ltd Explicabo Plus Dresses 7,Other,Kashyap Ltd,118032.63 ,69639.25 ,4.30 ,6687,4570,1456,Fashion,Dresses,41,Cloudtail India,TRUE
"Vora, Rao and Rai Veniam Ultra T-Shirts 1",Other,"Vora, Rao",117924.63 ,87264.23 ,4.00 ,6933,6297,759,Fashion,T-Shirts,26,SuperComNet,FALSE
Swaminathan-Ahuja Iure Ultra T-Shirts 12,Other,Swaminathan-Ahuja Iure,117739.06 ,37676.50 ,4.20 ,1071,7542,3443,Fashion,T-Shirts,68,RetailNet,TRUE
Garg-Minhas Temporibus Plus T-Shirts 10,Other,Garg-Minhas Temporibus,117000.55 ,84240.40 ,3.10 ,5587,8173,2027,Fashion,T-Shirts,28,RetailNet,TRUE
Varkey Group Nihil Pro T-Shirts 3,Other,Varkey Group,116934.67 ,91209.04 ,4.30 ,3580,4389,2180,Fashion,T-Shirts,22,Flipkart Assured,TRUE
"Banerjee, Mangal and Chowdhury Unde Lite Lighting 13",Other,"Banerjee, Mangal",116924.99 ,50277.75 ,4.80 ,5319,5279,158,Home,Lighting,57,SuperComNet,FALSE
Rana and Sons Illum Ultra T-Shirts 10,Other,Rana and,116910.89 ,46764.36 ,3.30 ,31,4775,1976,Fashion,T-Shirts,60,Cloudtail India,FALSE
Kurian PLC Iste Ultra T-Shirts 7,Other,Kurian PLC,116490.80 ,116490.80 ,4.10 ,5058,1015,429,Fashion,T-Shirts,0,ElectroWorld,TRUE
Barman-Grover Quidem Ultra Washing Machines 15,Other,Barman-Grover Quidem,116468.07 ,108315.31 ,3.80 ,1849,2456,1069,Appliances,Washing Machines,7,ElectroWorld,FALSE
Pathak LLC In Ultra T-Shirts 12,Other,Pathak LLC,116042.92 ,116042.92 ,4.80 ,5291,3061,120,Fashion,T-Shirts,0,Flipkart Assured,TRUE
"Gola, Kurian and Singhal Totam Lite T-Shirts 12",Other,"Gola, Kurian",115749.49 ,39354.83 ,3.90 ,8402,993,205,Fashion,T-Shirts,66,ElectroWorld,TRUE
"Sastry, Raman and Bajaj Aliquam Plus Lighting 3",Other,"Sastry, Raman",115669.12 ,61304.63 ,3.50 ,5820,5565,1518,Home,Lighting,47,Flipkart Assured,TRUE
"Raja, Raja and Iyer Autem Pro T-Shirts 3",Other,"Raja, Raja",115595.05 ,86696.29 ,4.20 ,5889,4785,2252,Fashion,T-Shirts,25,HomeCare Solutions,TRUE
Mander Group Quis Pro T-Shirts 10,Other,Mander Group,115176.58 ,87534.20 ,4.20 ,9890,5799,62,Fashion,T-Shirts,24,MobileHub,TRUE
"Madan, Mohanty and Apte Molestiae Plus Shoes 7",Other,"Madan, Mohanty",114940.59 ,83906.63 ,4.90 ,7612,973,326,Fashion,Shoes,27,RetailNet,FALSE
"Kohli, Pathak and Khatri Aliquid Lite T-Shirts 4",Other,"Kohli, Pathak",114829.05 ,62007.69 ,3.90 ,9728,1014,149,Fashion,T-Shirts,46,FashionPlus,TRUE
"Bawa, Taneja and Bahl Harum Lite T-Shirts 6",Other,"Bawa, Taneja",114583.23 ,114583.23 ,3.60 ,513,6722,492,Fashion,T-Shirts,0,FashionPlus,TRUE
"Mohan, Chakraborty and Dubey Earum Lite T-Shirts 13",Other,"Mohan, Chakraborty",114099.90 ,34229.97 ,4.50 ,4681,8499,1107,Fashion,T-Shirts,70,Cloudtail India,TRUE
Date PLC Dolores Ultra T-Shirts 3,Other,Date PLC,113720.93 ,56860.47 ,4.80 ,5784,9402,1572,Fashion,T-Shirts,50,MobileHub,FALSE
Tak Inc Sit Ultra Smartwatches 7,Smartwatch,Tak Inc,113599.80 ,99967.82 ,3.90 ,2704,2935,971,Electronics,Smartwatches,12,Cloudtail India,TRUE
Borah-Saraf Saepe Lite T-Shirts 11,Other,Borah-Saraf Saepe,113385.32 ,113385.32 ,3.20 ,9019,967,351,Fashion,T-Shirts,0,FashionPlus,FALSE
"Ranganathan, Vaidya and Nagi Laudantium Pro T-Shirts 10",Other,"Ranganathan, Vaidya",112613.59 ,112613.59 ,4.00 ,7776,2092,847,Fashion,T-Shirts,0,SuperComNet,TRUE
